Company,TypeName,Inches,Ram,OpSys,Price,Res_Width,Res_Height,Is_IPS,Cpu_Gamme,Cpu_Frequence_GHz,has_ssd,has_hdd,has_flash,has_hybrid,total_memory_gb,gpu_brand,has_intel_gpu,has_nvidia_gpu,has_amd_gpu,weight_kg
Asus,Ultrabook,13.3,8,Windows 10,60153.12,3200,1800,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.2
Dell,Notebook,13.3,4,Windows 10,45234.72,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,1.65
Acer,Notebook,13.3,4,Windows 10,34898.4,1366,768,0,Intel Core i5,2.3,1,0,0,0,128.0,Intel,1,0,0,1.6
Asus,Notebook,17.3,4,Windows 10,25059.7152,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Nvidia,0,1,0,2.8
Dell,Gaming,15.6,16,Windows 10,58554.72,3840,2160,1,Intel Core i7,2.6,1,1,0,0,1152.0,Nvidia,0,1,0,2.72
Samsung,Ultrabook,13.3,8,Windows 10,85194.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.31
Acer,Notebook,15.6,4,Linux,15877.44,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.1
Dell,Notebook,15.6,16,Windows 10,62938.0656,1920,1080,0,Intel Core i7,2.7,0,0,0,0,0.0,AMD,0,0,1,2.3
Samsung,2 in 1 Convertible,15.0,16,Windows 10,95850.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,AMD,0,0,1,1.71
Toshiba,Notebook,14.0,4,Windows 10,54345.6,1366,768,1,Intel Core i5,2.3,1,0,0,0,128.0,Intel,1,0,0,1.75
Dell,Gaming,15.6,8,Windows 10,58554.72,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.62
Asus,2 in 1 Convertible,15.6,12,Windows 10,44701.92,1920,1080,0,Intel Core i7,2.7,0,1,0,0,2048.0,Nvidia,0,1,0,2.3
Lenovo,Notebook,15.6,16,Windows 7,126273.6,3840,2160,0,Intel Core i7,2.7,1,0,0,0,512.0,Nvidia,0,1,0,2.5
Acer,Notebook,14.0,4,Windows 10,33886.08,1920,1080,1,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,1.8
Razer,Gaming,14.0,16,Windows 10,154458.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,1.95
Asus,Notebook,15.6,8,Windows 10,31003.632,1920,1080,0,Intel Pentium Dual,1.1,1,0,0,0,128.0,Intel,1,0,0,2.0
Dell,Gaming,17.3,32,Windows 10,191211.264,1920,1080,1,Intel Core i7,2.8,1,1,0,0,2048.0,Nvidia,0,1,0,4.42
Asus,Gaming,17.3,16,Windows 10,125208.0,1920,1080,1,Intel Core i7,2.6,1,1,0,0,1280.0,Nvidia,0,1,0,4.3
Toshiba,Ultrabook,14.0,16,Windows 10,93985.92,1920,1080,1,Intel Core i7,2.6,1,0,0,0,512.0,Nvidia,0,1,0,1.47
Lenovo,Notebook,15.6,8,No OS,17529.12,1366,768,0,Intel Celeron Quad,1.6,0,1,0,0,1024.0,Intel,1,0,0,2.2
Lenovo,Ultrabook,14.0,16,Windows 10,122490.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.7
MSI,Gaming,14.0,16,Windows 10,100752.48,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,1.6
MSI,Gaming,15.6,8,Windows 10,58021.92,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
Lenovo,Gaming,15.6,4,Windows 10,53226.72,1920,1080,1,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.4
Acer,Gaming,17.3,16,Windows 10,122490.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,4.2
Dell,Gaming,15.6,8,Windows 10,52480.8,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.62
Asus,Gaming,15.6,8,Windows 10,71341.92,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.24
Vero,Notebook,14.0,4,Windows 10,10810.512,1920,1080,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.22
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,104961.6,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.37
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,51095.52,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,AMD,0,0,1,2.08
Apple,Ultrabook,12.0,8,Mac OS X,62071.2,2304,1440,1,Intel Core M,1.2,0,0,1,0,512.0,Intel,1,0,0,0.92
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,124142.4,2560,1440,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.42
Asus,Notebook,14.0,4,Windows 10,15930.72,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.63
Dell,Notebook,15.6,8,Windows 10,43156.8,1366,768,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.95
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,71874.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.38
Dell,Notebook,15.6,8,Windows 10,39373.92,1920,1080,0,Intel Core i3,2.0,1,0,0,0,256.0,AMD,0,0,1,2.0
HP,Workstation,15.6,8,Windows 10,110017.872,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,3.14
Asus,Notebook,15.6,8,Windows 10,58554.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.37
Dell,Ultrabook,13.3,8,Windows 10,79866.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.29
Dell,Notebook,15.6,8,Windows 10,93186.72,3840,2160,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.06
Dell,Netbook,11.6,4,Windows 10,39640.32,1366,768,0,Intel Pentium Quad,1.1,1,0,0,0,128.0,Intel,1,0,0,1.63
HP,Netbook,12.5,8,Windows 10,74005.92,1366,768,0,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,1.26
Toshiba,Notebook,15.6,4,Windows 10,41558.4,1366,768,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,2.1
HP,Notebook,15.6,8,Windows 10,33513.12,1366,768,0,AMD A12-Series 9700P,2.5,0,1,0,0,2048.0,AMD,0,0,1,2.04
Dell,Gaming,15.6,16,Windows 10,89457.12,3840,2160,0,Intel Core i7,2.8,1,0,0,0,512.0,Nvidia,0,1,0,2.62
Lenovo,Notebook,15.6,4,Windows 10,32447.52,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.4
HP,Gaming,17.3,12,Windows 10,93186.72,1920,1080,1,Intel Core i7,2.8,0,1,0,0,1024.0,AMD,0,0,1,3.74
MSI,Gaming,17.3,16,Windows 10,128671.2,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,2.9
Samsung,Ultrabook,13.3,8,Windows 10,79866.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,0.81
Dell,Notebook,15.6,8,Windows 10,51202.08,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,1.98
Dell,Notebook,15.6,8,Windows 10,42081.0768,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,AMD,0,0,1,2.18
Lenovo,Ultrabook,14.0,8,Windows 10,99047.52,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.32
Razer,Ultrabook,12.5,16,Windows 10,95850.72,3840,2160,1,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.29
HP,Netbook,11.6,4,Chrome OS,20512.8,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,16.0,Intel,1,0,0,1.23
Dell,Gaming,17.3,16,Windows 10,133467.4656,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,4.36
Dell,Notebook,14.0,4,Windows 10,40226.4,1366,768,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,1.76
Lenovo,Notebook,15.6,4,Windows 10,26101.872,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.1
Toshiba,Ultrabook,14.0,4,Windows 10,58075.2,1366,768,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.25
Lenovo,Ultrabook,14.0,8,Windows 10,133146.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.13
MSI,Gaming,15.6,8,Windows 10,63882.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.4
Lenovo,Ultrabook,14.0,8,Windows 10,99900.0,1920,1080,1,Intel Core i5,2.5,0,0,1,0,256.0,Intel,1,0,0,1.13
Toshiba,Notebook,14.0,4,Windows 10,26586.72,1366,768,0,Intel Pentium Dual,2.1,1,0,0,0,128.0,Intel,1,0,0,1.75
Asus,2 in 1 Convertible,13.3,8,Windows 10,72354.24,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.1
Dell,Notebook,14.0,4,Windows 10,31168.8,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,1.76
Acer,Netbook,11.6,4,Chrome OS,18914.4,1366,768,1,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.35
Acer,Notebook,14.0,8,Windows 10,32980.32,1920,1080,1,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,1.5
Razer,Gaming,17.3,32,Windows 10,292986.72,3840,2160,0,Intel Core i7,2.9,1,0,0,0,512.0,Nvidia,0,1,0,3.49
Lenovo,Ultrabook,14.0,16,Windows 10,111834.72,2560,1440,1,Intel Core i7,2.6,1,0,0,0,512.0,Intel,1,0,0,1.1
Asus,Notebook,15.6,4,Linux,27652.32,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.1
Lenovo,Notebook,14.0,8,Windows 10,63190.08,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.7
Lenovo,Notebook,14.0,8,Windows 10,87912.0,1920,1080,1,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,1.32
Dell,Gaming,15.6,16,Windows 10,147832.2864,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.21
Asus,Gaming,17.3,16,Windows 10,128884.32,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.9
Toshiba,Notebook,15.6,4,Windows 10,35644.32,1366,768,0,Intel Core i3,2.4,0,1,0,0,500.0,Intel,1,0,0,2.0
Lenovo,Notebook,14.0,4,Chrome OS,17316.0,1366,768,0,Intel Celeron Quad,1.6,0,0,1,0,16.0,Intel,1,0,0,1.5
Asus,Notebook,15.6,8,Windows 10,31435.2,1920,1080,0,Intel Core i5,2.5,0,1,0,0,128.0,Intel,1,0,0,2.3
Asus,Gaming,17.3,16,Windows 10,95850.72,1920,1080,0,Intel Core i7,2.6,1,1,0,0,1536.0,Nvidia,0,1,0,2.73
Dell,Gaming,17.3,32,Windows 10,163723.5792,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,4.42
HP,Notebook,17.3,8,Windows 10,48484.8,1600,900,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.63
Dell,Notebook,15.6,8,Windows 10,38041.3872,1366,768,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,2.18
HP,Ultrabook,14.0,8,Windows 7,99633.6,1920,1080,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.54
Dell,Notebook,15.6,4,Windows 10,39373.92,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,AMD,0,0,1,2.18
HP,2 in 1 Convertible,11.6,4,Chrome OS,32767.2,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.4
Asus,Ultrabook,13.3,8,Windows 10,54665.28,1920,1080,1,Intel Core i5,2.3,1,0,0,0,512.0,Nvidia,0,1,0,1.45
HP,2 in 1 Convertible,13.3,8,Windows 10,121318.56,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.28
HP,Ultrabook,14.0,8,Windows 10,78215.04,1920,1080,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.54
HP,Notebook,15.6,4,No OS,15930.72,1366,768,0,Intel Celeron Dual,1.6,1,0,0,0,128.0,Intel,1,0,0,1.86
Asus,Gaming,15.6,16,Windows 10,101178.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.1
Dell,Notebook,17.3,8,Linux,46087.2,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,AMD,0,0,1,2.83
Lenovo,Ultrabook,14.0,8,Windows 10,101391.84,1920,1080,1,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.96
Asus,Notebook,15.6,8,Windows 10,41931.36,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.3
Dell,Notebook,15.6,8,Windows 10,50349.6,1920,1080,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.9
Asus,Notebook,15.6,4,Windows 10,23922.72,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.0
HP,2 in 1 Convertible,13.3,8,Windows 10,136343.52,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.28
Dell,Notebook,13.3,8,Windows 10,34578.72,1920,1080,0,Intel Core i5,2.3,0,1,0,0,1024.0,Intel,1,0,0,1.62
Lenovo,Notebook,15.6,4,No OS,24988.32,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,8,Windows 10,45323.1648,1920,1080,1,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.3
HP,Notebook,15.6,8,Windows 10,71874.72,1920,1080,0,Intel Core i5,2.6,1,0,0,0,256.0,AMD,0,0,1,1.84
Toshiba,Notebook,13.3,4,Windows 10,68464.8,1920,1080,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.05
Lenovo,Gaming,15.6,8,No OS,54185.76,1920,1080,1,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.5
Dell,Ultrabook,13.3,16,Windows 10,119347.2,3200,1800,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.29
HP,Notebook,15.6,4,Windows 10,48484.8,1920,1080,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,2.07
Toshiba,Ultrabook,13.3,8,Windows 10,58341.6,1366,768,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.2
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,103896.0,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.37
Acer,Notebook,14.0,8,Windows 10,48058.56,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.56
Dell,Workstation,15.6,8,Windows 10,94731.84,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.23
Lenovo,Notebook,15.6,4,Windows 10,56210.4,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.38
Lenovo,Notebook,15.6,4,No OS,25521.12,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.2
Toshiba,Notebook,15.6,8,Windows 10,73952.64,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,2.0
Lenovo,Notebook,13.3,4,Windows 10,39160.8,1920,1080,1,Intel Core i3,2.4,1,0,0,0,180.0,Intel,1,0,0,1.44
Samsung,Ultrabook,15.0,16,Windows 10,98514.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,1.23
Dell,Ultrabook,12.5,8,Windows 10,90043.2,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.6
Asus,Notebook,15.6,4,Linux,21258.1872,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.0
Xiaomi,Ultrabook,13.3,8,Windows 10,49816.8,1920,1080,1,Intel Core i5,2.3,1,0,0,0,256.0,Nvidia,0,1,0,1.28
Dell,Notebook,15.6,4,Windows 10,48618.0,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.18
HP,Notebook,15.6,4,Windows 10,44701.92,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.04
HP,2 in 1 Convertible,13.3,4,Windows 10,90576.0,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.28
HP,2 in 1 Convertible,15.6,4,Windows 10,36486.144,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.3
Asus,Notebook,14.1,4,Windows 10,18541.44,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.65
Lenovo,Notebook,15.6,8,Windows 10,35644.32,1920,1080,1,Intel Core i7,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,4,Windows 10,19660.32,1366,768,0,Intel Pentium Quad,1.6,0,1,0,0,500.0,Intel,1,0,0,2.2
HP,2 in 1 Convertible,13.3,4,Windows 10,95850.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.28
Dell,Notebook,15.6,4,Linux,24279.696,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.18
Asus,Gaming,17.3,12,Windows 10,72988.272,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
Acer,Netbook,11.6,4,Chrome OS,15824.16,1366,768,1,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.25
Lenovo,Notebook,17.3,4,Windows 10,20193.12,1600,900,0,AMD A4-Series 7210,2.2,0,1,0,0,500.0,AMD,0,0,1,2.8
HP,Notebook,14.0,4,Windows 10,67399.2,1920,1080,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.95
HP,2 in 1 Convertible,13.3,16,Windows 10,74538.72,3200,1800,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.42
Samsung,Ultrabook,15.0,8,Windows 10,90522.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.17
Lenovo,Ultrabook,14.0,8,Windows 10,95850.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.32
MSI,Gaming,17.3,16,Windows 10,141138.72,3840,2160,1,Intel Core i7,2.6,1,1,0,0,2560.0,Nvidia,0,1,0,2.43
Toshiba,Notebook,13.3,8,Windows 10,78588.0,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.05
Dell,Gaming,15.6,8,Linux,49497.12,1920,1080,0,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.62
HP,Notebook,15.6,8,Windows 10,47952.0,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.04
Dell,Notebook,15.6,4,Windows 10,32713.92,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.18
Dell,Notebook,15.6,8,Windows 10,49816.8,1920,1080,0,Intel Core i5,2.6,0,1,0,0,500.0,Intel,1,0,0,1.9
Dell,2 in 1 Convertible,13.3,8,Windows 10,107257.968,3200,1800,0,Intel Core i7,1.3,1,0,0,0,512.0,Intel,1,0,0,1.24
Asus,Gaming,17.3,32,Windows 10,68145.12,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Nvidia,0,1,0,3.58
Dell,2 in 1 Convertible,13.3,16,Windows 10,87858.72,1920,1080,0,Intel Core i7,1.3,1,0,0,0,256.0,Intel,1,0,0,1.22
Lenovo,Ultrabook,14.0,8,Windows 10,109170.72,1920,1080,1,Intel Core i7,2.7,0,0,1,0,256.0,Intel,1,0,0,1.13
Lenovo,Notebook,15.6,8,Windows 10,104588.1072,1920,1080,1,Intel Core i5,2.5,1,0,0,0,512.0,Intel,1,0,0,1.95
LG,Ultrabook,15.6,16,Windows 10,111834.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.08
HP,Netbook,12.5,8,Windows 10,79014.24,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.26
Acer,Notebook,15.6,4,Chrome OS,19127.52,1920,1080,1,Intel Celeron Dual,1.5,0,0,1,0,16.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,8,Windows 10,42037.92,1920,1080,1,Intel Core i5,2.3,1,1,0,0,1152.0,Nvidia,0,1,0,2.6
LG,Ultrabook,14.0,8,Windows 10,101178.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,0.98
Dell,Notebook,14.0,8,Windows 10,64202.4,1920,1080,0,Intel Core i5,2.8,1,0,0,0,256.0,Intel,1,0,0,1.6
HP,Ultrabook,12.5,8,Windows 10,165168.0,3840,2160,0,Intel Core M,1.2,1,0,0,0,240.0,Intel,1,0,0,1.09
Lenovo,Notebook,15.6,6,Windows 10,42037.92,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.2
HP,Notebook,15.6,8,Windows 10,54291.7872,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.04
Acer,Notebook,15.6,4,Windows 10,26586.72,1920,1080,0,Intel Core i3,2.4,0,1,0,0,1024.0,Intel,1,0,0,2.4
Lenovo,Notebook,13.3,4,Windows 10,46939.68,1920,1080,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,1.44
HP,Notebook,13.3,8,Windows 10,51148.8,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.49
MSI,Gaming,17.3,16,Windows 10,85194.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.7
Dell,Gaming,15.6,16,Windows 10,71874.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.6
MSI,Gaming,15.6,8,Windows 10,59668.8048,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
Dell,Notebook,15.6,4,Windows 10,36496.2672,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,AMD,0,0,1,2.18
HP,Ultrabook,15.6,8,Windows 10,69103.6272,1920,1080,0,Intel Core i7,2.5,1,0,0,0,256.0,AMD,0,0,1,1.84
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,97236.0,1920,1080,1,Intel Core i5,2.5,1,0,0,0,512.0,Intel,1,0,0,1.37
Dell,Notebook,15.6,4,Windows 10,38889.072,1366,768,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,1.95
Lenovo,Ultrabook,12.5,8,Windows 10,87912.0,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.36
HP,Notebook,15.6,8,Windows 10,62071.2,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,2.31
Dell,Notebook,15.6,4,Windows 10,37725.4368,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.18
HP,Notebook,14.0,4,Windows 10,61218.72,1366,768,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,1.95
Lenovo,Notebook,15.6,4,Windows 10,16463.52,1366,768,0,Intel Pentium Quad,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.2
HP,Ultrabook,12.5,4,Windows 10,84129.12,1920,1080,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,1.26
HP,Notebook,15.6,4,No OS,15392.592,1366,768,0,Intel Celeron Dual,1.6,0,1,0,0,1024.0,Intel,1,0,0,1.86
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,95850.72,3200,1800,1,Intel Core i7,2.2,1,0,0,0,1024.0,Intel,1,0,0,1.3
Toshiba,Notebook,14.0,4,Windows 10,58874.4,1920,1080,1,Intel Core i5,2.3,1,0,0,0,128.0,Intel,1,0,0,1.47
HP,Netbook,12.5,8,Windows 10,88924.32,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.26
Dell,Notebook,15.6,4,Windows 10,29762.208,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.18
MSI,Gaming,15.6,8,Windows 10,63882.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
Dell,Gaming,17.3,16,Windows 10,146946.24,2560,1440,0,Intel Core i7,2.7,1,1,0,0,1536.0,Nvidia,0,1,0,4.36
HP,Gaming,17.3,8,Windows 10,74538.72,1920,1080,1,Intel Core i5,2.3,1,1,0,0,1152.0,Nvidia,0,1,0,2.75
Asus,Notebook,17.3,4,Windows 10,28238.4,1600,900,0,Intel Pentium Quad,1.6,0,1,0,0,1024.0,Nvidia,0,1,0,2.8
Acer,Notebook,15.6,4,Windows 10,32980.32,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.23
Toshiba,Notebook,15.6,8,Windows 10,59620.32,1366,768,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,2.2
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,69210.72,1920,1080,1,Intel Core M,1.2,1,0,0,0,256.0,Intel,1,0,0,1.1
Lenovo,Gaming,15.6,16,Windows 10,53226.72,1920,1080,1,AMD FX 8800P,2.1,1,1,0,0,1536.0,AMD,0,0,1,2.5
Dell,Ultrabook,12.5,8,Windows 10,78438.816,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.36
Lenovo,Notebook,15.6,8,No OS,36496.8,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Dell,Notebook,17.3,4,Windows 10,35111.52,1600,900,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.36
Acer,Notebook,14.0,4,Chrome OS,18594.72,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.68
HP,Workstation,15.6,8,Windows 10,119826.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,8.0,Nvidia,0,1,0,2.0
Dell,Ultrabook,14.0,8,Windows 10,94572.0,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.36
Toshiba,Notebook,13.3,8,Windows 7,77788.8,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.2
